addr1,addr2,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 영등포구 신길로 275 (영등포동),,2373320,12,20160317025228,http://tong.visitkorea.or.kr/cms/resource/48/3384448_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/3384448_image3_1.JPG,126.9122840318,37.5162061316,20250315145118,,맥아더 사령관 한강방어선 시찰지,07307,11,560,HS,HS01,HS011200
서울특별시 중구 명동2가,,264311,12,20021219014622,,,126.9849150050,37.5621520930,20250319145430,,명동,04536,11,140,EX,EX07,EX070200
서울특별시 중구 세종대로 40,(남대문로4가),1957600,12,20141020203238,http://tong.visitkorea.or.kr/cms/resource/42/3077642_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/3077642_image3_1.JPG,126.9753048316,37.5599771733,20250820134146,,명동 남대문 북창동 다동무교동 관광특구,04528,11,140,VE,VE05,VE050100
서울특별시 중구 을지로 66 (을지로2가),,2583158,12,20181227002541,http://tong.visitkorea.or.kr/cms/resource/04/3510504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3510504_image3_1.jpg,126.9851232120,37.5659433232,20250722152625,,명동관광정보센터,04538,11,140,EX,EX07,EX070200
서울특별시 관악구 청룡1길 11,,2761662,12,20211025223619,http://tong.visitkorea.or.kr/cms/resource/83/2790183_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2790183_image3_1.jpg,126.9470207355,37.4814635656,20250328142944,,명락사,08786,11,620,HS,HS03,HS030100
서울특별시 서대문구 충정로 7 (충정로3가),,3457082,12,20241223105303,http://tong.visitkorea.or.kr/cms/resource/83/3456983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3456983_image3_1.jpg,126.9623226761,37.5601463655,20250714094631,,모두예술극장,03737,11,410,VE,VE12,VE120300
서울특별시 양천구 목동동로 353,(목동),2753094,12,20211006001952,http://tong.visitkorea.or.kr/cms/resource/17/3468117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3468117_image3_1.jpg,126.8770200955,37.5333896158,20250624095248,,목5동성당,07988,11,470,HS,HS03,HS030200
서울특별시 중구 예장동,8-1,250350,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/15/3477015_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/3477015_image3_1.JPG,126.9875150542,37.5520533130,20250319174414,,목멱산 봉수대 터,04628,11,140,HS,HS01,HS010200
서울특별시 서초구 반포대로 201 (반포동),,753981,12,20090617195541,http://tong.visitkorea.or.kr/cms/resource/12/3456312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3456312_image3_1.jpg,127.0045483736,37.4976821568,20250807160745,,몽마르뜨공원,06579,11,650,VE,VE03,VE030100
서울특별시 송파구 올림픽로 424,,127525,12,20030627090000,,,127.1229758237,37.5209871362,20250903194253,,몽촌토성,05540,11,710,HS,HS01,HS010200
서울특별시 종로구 창의문로5가길 2 (부암동),,3013272,12,20230920145241,http://tong.visitkorea.or.kr/cms/resource/12/3013012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3013012_image3_1.jpg,126.9636244375,37.5918454822,20250811094248,,무계원,03022,11,110,EX,EX01,EX010100
서울특별시 종로구 궁정동 55-5,,1603543,12,20120417003015,http://tong.visitkorea.or.kr/cms/resource/24/3399924_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3399924_image3_1.JPG,126.9721572068,37.5843076223,20241101163431,,무궁화동산,03047,11,110,VE,VE03,VE030100
서울특별시 마포구 토정로5길 12 (합정동),,2900390,12,20221107155124,http://tong.visitkorea.or.kr/cms/resource/83/2900383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2900383_image3_1.jpg,126.9183854133,37.5460194431,20250117172359,,무대륙,04073,11,440,VE,VE12,VE120300
서울특별시 도봉구 도봉동,468-1,2759649,12,20211020192538,,,127.0338156248,37.6766535473,20250604092903,,무수골계곡,01313,11,320,NA,NA01,NA010400
서울특별시 서대문구 봉원동,산1번지,126531,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/11/3494411_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3494411_image3_1.jpg,126.9472152446,37.5769524746,20250529143550,,무악산 동봉수대 터,03721,11,410,HS,HS01,HS010200
서울특별시 중구 동호로31길 21,(충무로5가),2762874,12,20211027001553,http://tong.visitkorea.or.kr/cms/resource/86/3463686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3463686_image3_1.jpg,127.0016134507,37.5633050369,20250328153740,,묵정어린이공원,04559,11,140,VE,VE03,VE030300
서울특별시 영등포구 문래동3가,61,2751348,12,20210929233922,http://tong.visitkorea.or.kr/cms/resource/26/3496726_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3496726_image3_1.jpg,126.8940134482,37.5171529174,20250610144230,,문래근린공원,07300,11,560,VE,VE03,VE030400
서울특별시 영등포구 경인로88길 5-4,(문래동1가),2650230,12,20200324021935,http://tong.visitkorea.or.kr/cms/resource/16/3466116_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3466116_image3_1.jpg,126.9001602190,37.5132812541,20250109142736,,문래예술공장,07363,11,560,VE,VE12,VE120300
서울특별시 영등포구 도림로128가길 13-8 (문래동3가),,2781318,12,20211126033532,http://tong.visitkorea.or.kr/cms/resource/99/3526899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3526899_image3_1.jpg,126.8976881922,37.5143449757,20250827170300,,문래창작촌,07299,11,560,VE,VE04,VE040200
서울특별시 중구 통일로 1,(봉래동2가),250364,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/89/3413089_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/89/3413089_image3_1.png,126.9716025029,37.5560136788,20250729155340,,문화역 서울 284,04509,11,140,EX,EX07,EX070200
서울특별시 구로구 경인로 688 (신도림동),,2592089,12,20190315190354,http://tong.visitkorea.or.kr/cms/resource/85/2592085_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/85/2592085_image3_1.bmp,126.8912028193,37.5090871374,20250729155517,,문화철도959,08209,11,530,EX,EX07,EX070200
서울특별시 영등포구 한강남자전거길 1451 (여의도동),,2733852,12,20210813193630,http://tong.visitkorea.or.kr/cms/resource/44/3499244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3499244_image3_1.jpg,126.9277599856,37.5309019230,20250619105114,,물빛광장,07240,11,560,VE,VE01,VE010400
서울특별시 종로구 인사동길 35-4 (관훈동),인사동마루 본관 4~6층,2469939,12,20161228185631,http://tong.visitkorea.or.kr/cms/resource/76/3499176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3499176_image3_1.jpg,126.9848813503,37.5736063169,20250619094540,,뮤지엄 김치간,03149,11,110,EX,EX06,EX061000
서울특별시 종로구 대학로10길 12 (동숭동),6층,3056596,12,20231204113639,http://tong.visitkorea.or.kr/cms/resource/91/3056591_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3056591_image3_1.jpg,127.0028211535,37.5816751457,20250718090000,,미어캣파크,03086,11,110,EX,EX07,EX070200
서울특별시 강서구 개화동로13길 56-33 (개화동),,309300,12,20071130193944,http://tong.visitkorea.or.kr/cms/resource/83/3509783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3509783_image3_1.jpg,126.8033171574,37.5805689272,20250724100605,,미타사(강서),07504,11,500,HS,HS03,HS030100
서울특별시 성동구 독서당로40길 21,(옥수동),309302,12,20071130194715,,,127.0171792585,37.5435714979,20240531114035,,미타사(성동),04739,11,200,HS,HS03,HS030100
서울특별시 성북구 보문사길 6-16 (보문동3가),,309299,12,20071130193247,,,127.0163337157,37.5850249996,20250318210250,,미타사(성북),02874,11,290,HS,HS03,HS030100
서울특별시 종로구 인사동5길 41 (공평동),,605961,12,20080807232439,http://tong.visitkorea.or.kr/cms/resource/62/3050162_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/62/3050162_image3_1.JPG,126.9841842397,37.5719065020,20250814094353,,민영환 자결터,03161,11,110,HS,HS01,HS011200
서울특별시 중구 남산공원길 125-72,,2373326,12,20160317181953,http://tong.visitkorea.or.kr/cms/resource/35/3064135_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3064135_image3_1.JPG,126.9873511751,37.5522310680,20250731170600,,반공 청년운동 순국 열사 기념비,04628,11,140,HS,HS02,HS020100
서울특별시 영등포구 신길동,(신길동),1828631,12,20130717201855,,,126.9185862077,37.5171950175,20250808142619,,반공순국용사 위령탑,07319,11,560,HS,HS02,HS020100
서울특별시 서초구 반포동,,753983,12,20090617200206,http://tong.visitkorea.or.kr/cms/resource/23/3515023_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3515023_image3_1.jpg,126.9896161124,37.5078529299,20250731194054,,반포 서래섬,06500,11,650,NA,NA02,NA020500
서울특별시 서초구 반포동,647,729167,12,20090428223804,http://tong.visitkorea.or.kr/cms/resource/46/3515046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3515046_image3_1.jpg,126.9985151666,37.5126525328,20250731194756,,반포대교 달빛무지개분수,06500,11,650,VE,VE01,VE010400
서울특별시 서초구 신반포로11길 40 (반포동),,970138,12,20100310010736,http://tong.visitkorea.or.kr/cms/resource/53/3515053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3515053_image3_1.jpg,126.9927658294,37.5077391108,20250731195117,,반포한강공원,06500,11,650,VE,VE03,VE030100
서울특별시 서초구 반포동,,2763875,12,20211028001346,http://tong.visitkorea.or.kr/cms/resource/62/3515062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3515062_image3_1.jpg,126.9975152860,37.5116526303,20250731195703,,반포한강공원 달빛광장,06500,11,650,VE,VE03,VE030500
서울특별시 서초구 남부순환로296길 4-9 (방배동),,2763871,12,20211028001001,http://tong.visitkorea.or.kr/cms/resource/93/3467593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3467593_image3_1.jpg,117.9925662504,19.6944274800,20250611091722,,방배배수지체육공원,06759,11,650,VE,VE03,VE030500
서울특별시 성북구 성북로 66 (성북동),,3043977,12,20231120135018,http://tong.visitkorea.or.kr/cms/resource/68/3043968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3043968_image3_1.jpg,127.0017264747,37.5934487573,20250813094157,,방우산장,02835,11,290,HS,HS01,HS011200
서울특별시 송파구 동남로 397 (방이동),,814203,12,20091006221418,http://tong.visitkorea.or.kr/cms/resource/46/3500346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3500346_image3_1.jpg,127.1403189408,37.5121856929,20250624130433,,방이동 생태경관 보전지역,05651,11,710,NA,NA04,NA040500
서울특별시 강서구 방화동,,3076147,12,20231205154024,http://tong.visitkorea.or.kr/cms/resource/44/3509744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3509744_image3_1.jpg,126.8132134458,37.5816523113,20250718175108,,방화근린공원,07614,11,500,VE,VE03,VE030100
서울특별시 강서구 방화동로 61 (방화동),,250166,12,20060731090000,,,126.8122361958,37.5660513299,20241024160810,,방화대교,07615,11,500,VE,VE01,VE010300
서울특별시 동대문구 전농동,,2661483,12,20200630021018,,,127.0638156159,37.5809541050,20250910191132,,배봉산,02504,11,230,NA,NA01,NA010100
서울특별시 강북구 4.19로20길 142,(수유동),309307,12,20071130215057,http://tong.visitkorea.or.kr/cms/resource/98/2356798_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2356798_image3_1.jpg,126.9995223749,37.6470369314,20250402164009,,백련사(강북),01012,11,305,HS,HS03,HS030100
서울특별시 서대문구 백련사길 170-43 (홍은동),,128028,12,20040108090000,http://tong.visitkorea.or.kr/cms/resource/12/3401412_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/3401412_image3_1.JPG,126.9273945625,37.5863899113,20250402165427,,백련사(서대문),03655,11,410,HS,HS03,HS030100
서울특별시 광진구 능동로 216,,1828914,12,20130718025201,,,127.0763931608,37.5488358400,20250730101338,,백마고지 3용사의 상,04991,11,215,VE,VE01,VE010500
서울특별시 중구 회현동1가,100-115,129418,12,20070115090000,http://tong.visitkorea.or.kr/cms/resource/66/2947266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2947266_image3_1.jpg,126.9798156648,37.5552528034,20250421154120,,백범 김구 선생 동상,04633,11,140,VE,VE01,VE010500
서울특별시 종로구 부암동 115,,809372,12,20090924223936,,,126.9663489448,37.6004834158,20240509175526,,백사실계곡,"110-021,1",11,110,NA,NA01,NA010400
서울특별시 종로구 부암동 30,백악마루,2993160,12,20230710112111,,,126.9695127307,37.5939481211,20241213102423,,백악마루,03020,11,110,NA,NA01,NA010100
서울특별시 종로구 청와대로 1 청와대,,2993177,12,20230710143616,,,126.9768652077,37.5808997695,20250822132435,1522-7760,백악정,03048,11,110,VE,VE04,VE040100
서울특별시 종로구 북촌로7길 16 (가회동),,2481866,12,20170221232403,http://tong.visitkorea.or.kr/cms/resource/92/3096392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3096392_image3_1.jpg,126.9841423343,37.5804693948,20250402145204,,백인제가옥,03055,11,110,HS,HS01,HS010400
서울특별시 강남구 광평로31길 56,(수서동),2757155,12,20211014183449,http://tong.visitkorea.or.kr/cms/resource/57/3463057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3463057_image3_1.jpg,127.0883799583,37.4862099946,20250102132902,,법룡사,06353,11,680,HS,HS03,HS030100
서울특별시 양천구 목동동로 371 (목동),,2751294,12,20210929225504,http://tong.visitkorea.or.kr/cms/resource/08/2779808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2779808_image2_1.jpg,126.8783949148,37.5353644110,20250319191056,,법안정사,07983,11,470,HS,HS03,HS030100
서울특별시 도봉구 해등로 354,(쌍문동),2759967,12,20211020231702,http://tong.visitkorea.or.kr/cms/resource/99/3467799_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3467799_image3_1.jpg,127.0171593539,37.6576110182,20250610112606,,법종사,01365,11,320,HS,HS03,HS030100
서울특별시 노원구 동일로250길 44-142 (상계동),,3006899,12,20230904161242,http://tong.visitkorea.or.kr/cms/resource/98/3006898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3006898_image3_1.jpg,127.0656764018,37.6838366199,20250916151628,,벽운계곡,01622,11,350,NA,NA01,NA010400
서울특별시 강북구 삼양로145길 177 (우이동),,315921,12,20071203184831,http://tong.visitkorea.or.kr/cms/resource/04/3508304_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3508304_image3_1.jpg,127.0033608408,37.6495950359,20250717105921,,보광사(강북),01008,11,305,HS,HS03,HS030100
서울특별시 용산구 장문로15나길 6,,1603241,12,20120416205858,http://tong.visitkorea.or.kr/cms/resource/55/1567955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1567955_image3_1.jpg,126.9973954154,37.5271063892,20250319190006,,보광사(용산),04394,11,170,HS,HS03,HS030100
서울특별시 동작구 여의대방로20길 33,,127940,12,20031106090000,http://tong.visitkorea.or.kr/cms/resource/40/3516640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3516640_image3_1.jpg,126.9231614728,37.4929729132,20250804164518,,보라매공원,07062,11,590,VE,VE03,VE030100
서울특별시 동작구 여의대방로20나길 16 (신대방동),,1091608,12,20100914225216,http://tong.visitkorea.or.kr/cms/resource/47/3499947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3499947_image3_1.jpg,126.9170398124,37.4928228216,20250623110448,,보라매안전체험관,07062,11,590,EX,EX07,EX070200
서울특별시 성북구 보문사길 20 (보문동3가),,316104,12,20071203234013,http://tong.visitkorea.or.kr/cms/resource/19/3393219_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3393219_image3_1.JPG,127.0166614803,37.5844334073,20250318211152,,보문사(서울),02874,11,290,HS,HS03,HS030100
서울특별시 종로구 수송동,,605497,12,20080807003957,http://tong.visitkorea.or.kr/cms/resource/50/2031850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2031850_image3_1.jpg,126.9811622368,37.5739062155,20241213100626,,보성사터,03144,11,110,HS,HS01,HS011100
서울특별시 종로구 종로 54,,126516,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/74/1568174_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1568174_image3_1.jpg,126.9835760212,37.5698150675,20250729092240,,보신각 터,03189,11,110,HS,HS01,HS010700
서울특별시 강북구 삼각산로 1,(수유동),316294,12,20071204010819,http://tong.visitkorea.or.kr/cms/resource/82/3466082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3466082_image3_1.jpg,127.0052887931,37.6372881685,20250109135707,,본원정사(서울),01019,11,305,HS,HS03,HS030100
서울특별시 은평구 통일로 1050 (진관동),롯데몰은평점 3층,3076259,12,20231205144857,http://tong.visitkorea.or.kr/cms/resource/43/3497543_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3497543_image3_1.jpg,126.9179162000,37.6375893423,20250612101839,,볼베어파크 롯데몰 은평점,03306,11,380,EX,EX07,EX070200
서울특별시 성북구 정릉로 202 (정릉동),,316295,12,20071204011216,http://tong.visitkorea.or.kr/cms/resource/43/3524143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3524143_image3_1.jpg,127.0068811920,37.6064140095,20250820144750,,봉국사(서울),02813,11,290,HS,HS03,HS030100
서울특별시 서대문구 봉원사길 120 (봉원동),,126503,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/22/3509922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3509922_image3_1.jpg,126.9472292784,37.5717780764,20250724133731,,봉원사(서울),03721,11,410,HS,HS03,HS030100
서울특별시 강남구 봉은사로 531 (삼성동),,126504,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/70/3422470_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3422470_image3_1.jpg,127.0581013679,37.5141034337,20250526180842,,봉은사(서울),06087,11,680,HS,HS03,HS030100
서울특별시 강서구 화곡동,산5-6,3082002,12,20231204135434,http://tong.visitkorea.or.kr/cms/resource/94/3081994_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3081994_image3_1.JPG,126.8524637493,37.5423381374,20250818163112,,봉제산공원,07720,11,500,VE,VE03,VE030400
서울특별시 관악구 낙성대로15길 56-39,,126912,12,20020510090000,,,126.9630530001,37.4675599107,20240828113056,,봉천동 마애미륵불좌상,08800,11,620,HS,HS02,HS020300
서울특별시 중랑구 신내로21길,(신내동),1115042,12,20101021235034,http://tong.visitkorea.or.kr/cms/resource/36/1894536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1894536_image3_1.jpg,127.0866155277,37.6086568514,20240828174910,,봉화산(서울),02041,11,260,NA,NA01,NA010100
서울특별시 중랑구 봉화산로45길,(묵동),1115299,12,20101022013529,http://tong.visitkorea.or.kr/cms/resource/31/2350531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2350531_image3_1.jpg,127.0922455148,37.6106095040,20250331133306,,봉화산근린공원,02040,11,260,VE,VE03,VE030400
서울특별시 중랑구 신내로21길 116 (신내동),,3013027,12,20230920122416,http://tong.visitkorea.or.kr/cms/resource/87/3012987_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3012987_image3_1.jpg,127.0885346818,37.6127064158,20250723181907,,봉화산옹기테마공원,02041,11,260,VE,VE02,VE020100
서울특별시 종로구 창의문로 145,,1367251,12,20110819182238,http://tong.visitkorea.or.kr/cms/resource/19/3109519_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3109519_image3_1.JPG,126.9640854894,37.5924870824,20250314095710,,부암동,03022,11,110,EX,EX07,EX070200
서울특별시 강북구 월계로 173 (번동),,822384,12,20091017024859,http://tong.visitkorea.or.kr/cms/resource/44/3540144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3540144_image3_1.jpg,127.0445440464,37.6197242510,20250917164646,,북서울꿈의숲,01228,11,305,VE,VE03,VE030500
서울특별시 강북구 월계로 173,,3112044,12,20240328194744,,,127.0445440464,37.6197242510,20240328202609,02-901-6463,북서울꿈의숲 강북구 반려견 놀이터,01228,11,305,VE,VE03,VE030500
서울특별시 종로구 청운동,,809190,12,20090924204331,,,126.9737151476,37.5931538442,20240605100629,,북악산,03048,11,110,NA,NA01,NA010100
서울특별시 종로구 삼청동,,129500,12,20070403090000,http://tong.visitkorea.or.kr/cms/resource/41/3350341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3350341_image3_1.jpg,126.9811144048,37.5955536984,20250318205923,,북악산 숙정문,03053,11,110,HS,HS01,HS010300
서울특별시 종로구 북악산로 267 (평창동),,126943,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/33/2667333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2667333_image3_1.jpg,126.9805642714,37.6020279351,20250425143725,,북악스카이 팔각정,03010,11,110,VE,VE03,VE030100
서울특별시 성북구 성북로23길 132-3,,2661492,12,20200630023540,,,126.9910580174,37.5929152943,20241206132802,,북정마을,02879,11,290,VE,VE04,VE040200
서울특별시 종로구 계동길 37,(계동),1100498,12,20100928193253,http://tong.visitkorea.or.kr/cms/resource/81/933781_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/933781_image3_1.jpg,126.9864254967,37.5791612548,20241205133428,,북촌 8경,03059,11,110,HS,HS01,HS010600
서울특별시 종로구 북촌로12길 29-1 (가회동),,3025266,12,20230921100415,http://tong.visitkorea.or.kr/cms/resource/45/3025245_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3025245_image3_1.jpg,126.9856671302,37.5827747096,20250811095822,,북촌 한옥청,03056,11,110,VE,VE12,VE120300
서울특별시 종로구 계동길 37 (계동),,130903,12,20070404090000,http://tong.visitkorea.or.kr/cms/resource/09/3339109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3339109_image3_1.jpg,126.9867060298,37.5790529392,20250403100630,,북촌문화센터,03059,11,110,VE,VE12,VE120300
서울특별시 종로구 북촌로11다길 22-3 (삼청동),,3056278,12,20231204104534,http://tong.visitkorea.or.kr/cms/resource/39/3056239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3056239_image3_1.jpg,126.9828007145,37.5831329500,20250718090000,,북촌전망대,03052,11,110,VE,VE01,VE010200
서울특별시 종로구 북촌로12길 24-5 (가회동),,2993183,12,20230710150414,http://tong.visitkorea.or.kr/cms/resource/57/3540857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3540857_image3_1.jpg,126.9861254303,37.5824719752,20250918150928,,북촌전통공예체험관,03056,11,110,EX,EX02,EX020400
서울특별시 종로구 북촌로12길 5-12 (가회동),,3085314,12,20231207151120,http://tong.visitkorea.or.kr/cms/resource/46/3084046_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3084046_image3_1.JPG,126.9855171542,37.5824025279,20250626165646,,북촌전통발효공방 빚담,03056,11,110,EX,EX01,EX010100
서울특별시 종로구 계동길 37 (계동),,126537,12,20021120090000,http://tong.visitkorea.or.kr/cms/resource/04/3304404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3304404_image3_1.jpg,126.9867060298,37.5790529392,20250312153104,,북촌한옥마을,03059,11,110,HS,HS01,HS010600
서울특별시 종로구 송현동,34-2,2946075,12,20230128185633,http://tong.visitkorea.or.kr/cms/resource/07/2947307_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2947307_image3_1.jpg,126.9824147854,37.5779529898,20240816094507,,북촌한옥마을 감고당길,03062,11,110,VE,VE04,VE040100
서울특별시 용산구 이태원로 294 (한남동),블루스퀘어 3층,3339374,12,20240729161611,http://tong.visitkorea.or.kr/cms/resource/41/3339341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3339341_image3_1.jpg,127.0025028924,37.5409243201,20250307110914,,북파크라운지,04399,11,170,VE,VE12,VE120300
서울특별시 강북구 도선사길 234 (우이동),,2783363,12,20211130185331,http://tong.visitkorea.or.kr/cms/resource/83/2795083_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/83/2795083_image2_1.jpeg,126.9909450591,37.6583104651,20250721151519,,북한산 백운대(우이동),01002,11,305,NA,NA01,NA010100
서울특별시 도봉구 도봉산길 86 (도봉동),,3407173,12,20241105180346,http://tong.visitkorea.or.kr/cms/resource/53/3405153_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/3405153_image3_1.JPG,127.0351735342,37.6871579053,20250317102939,,북한산 생태탐방원,01300,11,320,NA,NA04,NA040500
서울특별시 은평구 진흥로 325 (불광동),,2779558,12,20211125200128,http://tong.visitkorea.or.kr/cms/resource/13/2796513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2796513_image2_1.jpg,126.9449506033,37.6108068309,20250721151439,,북한산 족두리봉,03361,11,380,NA,NA01,NA010100
서울특별시 성북구 보국문로 262 (정릉동),,127220,12,20040216090000,http://tong.visitkorea.or.kr/cms/resource/53/3493353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3493353_image3_1.jpg,126.9939708373,37.6212287215,20250721151225,,북한산국립공원(서울),02700,11,290,NA,NA04,NA040100
서울특별시 송파구 백제고분로39길 35,(석촌동),2758170,12,20211018225726,http://tong.visitkorea.or.kr/cms/resource/03/3468103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3468103_image3_1.jpg,127.1028863751,37.5072494804,20250611103417,,불광사,05610,11,710,HS,HS03,HS030100
서울특별시 은평구 증산로 478 (응암동),,3385992,12,20241011161837,http://tong.visitkorea.or.kr/cms/resource/77/3383077_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/3383077_image3_1.JPG,126.9159452531,37.5989021399,20250325112237,,불광천,03449,11,380,NA,NA02,NA020100
서울특별시 강남구 도곡로25길 35,(역삼동),2782188,12,20211126233418,http://tong.visitkorea.or.kr/cms/resource/18/2782218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2782218_image3_1.jpg,127.0403007532,37.4949275628,20250115160740,,불교총지종,06227,11,680,HS,HS03,HS030100
서울특별시 강남구 광평로10길 30-71,,1603100,12,20120416191223,http://tong.visitkorea.or.kr/cms/resource/82/3508082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3508082_image3_1.jpg,127.0750814116,37.4775996438,20250717091922,,불국사(서울),06359,11,680,HS,HS03,HS030100
서울특별시 노원구 상계동,,126482,12,20040227090000,,,127.0949159758,37.6637533728,20250316215554,,불암산,01645,11,350,NA,NA01,NA010100
서울특별시 노원구 한글비석로12길 51-27 (중계동),,2733975,12,20210817190618,http://tong.visitkorea.or.kr/cms/resource/75/2767875_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2767875_image2_1.jpg,127.0806480674,37.6555346269,20250331172014,,불암산나비정원,01719,11,350,VE,VE03,VE030500
서울특별시 강남구 봉은사로 524 (삼성동),지하1층,2559938,12,20180907015112,http://tong.visitkorea.or.kr/cms/resource/86/3494686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3494686_image3_1.jpg,127.0571487082,37.5129952125,20250530113940,,브이알존 코엑스,06164,11,680,EX,EX07,EX070200
