contentid,contenttypeid,serialnum,infoname,infotext,fldgubun,created_at,updated_at
128021,12,3,화장실,있음,3,2025-09-19 17:01:44,2025-09-19 17:01:44
3058015,12,0,입 장 료,무료,3,2025-09-19 17:01:44,2025-09-19 17:01:44
2993194,12,0,예약안내,네이버 예약,3,2025-09-19 17:01:44,2025-09-19 17:01:44
1829586,12,0,입 장 료,무료,3,2025-09-19 17:01:45,2025-09-19 17:01:45
1829586,12,1,화장실,은평평화공원 내 화장실 이용,3,2025-09-19 17:01:45,2025-09-19 17:01:45
1829821,12,0,주차요금,10분당 300원,3,2025-09-19 17:01:46,2025-09-19 17:01:46
1829821,12,1,입 장 료,무료,3,2025-09-19 17:01:46,2025-09-19 17:01:46
1829821,12,2,화장실,있음 ,3,2025-09-19 17:01:46,2025-09-19 17:01:46
605539,12,0,등산로,,1,2025-09-19 17:01:46,2025-09-19 17:01:46
605539,12,1,관광코스안내,,2,2025-09-19 17:01:46,2025-09-19 17:01:46
605539,12,2,입 장 료,무료,3,2025-09-19 17:01:46,2025-09-19 17:01:46
605539,12,3,한국어 안내서비스,,4,2025-09-19 17:01:46,2025-09-19 17:01:46
2743740,12,0,등산로,,1,2025-09-19 17:01:47,2025-09-19 17:01:47
2743740,12,1,관광코스안내,,2,2025-09-19 17:01:47,2025-09-19 17:01:47
2743740,12,2,입 장 료,"무료<br>
※ 단, 체험비 별도",3,2025-09-19 17:01:47,2025-09-19 17:01:47
2743740,12,3,이용가능시설,육영수여사 기념전시실 / 푸른꿈 상상놀이터 등,3,2025-09-19 17:01:47,2025-09-19 17:01:47
2743740,12,4,주차요금,기본 10분 500원,3,2025-09-19 17:01:47,2025-09-19 17:01:47
2743740,12,5,한국어 안내서비스,,4,2025-09-19 17:01:47,2025-09-19 17:01:47
2777943,12,0,입 장 료,무료,3,2025-09-19 17:01:47,2025-09-19 17:01:47
2993372,12,0,입 장 료,무료 ,3,2025-09-19 17:01:47,2025-09-19 17:01:47
2787181,12,0,등산로,,1,2025-09-19 17:01:47,2025-09-19 17:01:47
2787181,12,1,관광코스안내,,2,2025-09-19 17:01:47,2025-09-19 17:01:47
2787181,12,2,입 장 료,"무료	
",3,2025-09-19 17:01:47,2025-09-19 17:01:47
2787181,12,3,화장실,"있음
",3,2025-09-19 17:01:47,2025-09-19 17:01:47
2787181,12,4,한국어 안내서비스,,4,2025-09-19 17:01:47,2025-09-19 17:01:47
2754732,12,0,화장실,"있음
",3,2025-09-19 17:01:48,2025-09-19 17:01:48
2754732,12,1,이용가능시설,잔디광장 / 쉼터 / 게이트볼장 / 다목적구장 / 체력단련시설 / 어린이놀이터 등,3,2025-09-19 17:01:48,2025-09-19 17:01:48
2754732,12,2,주차요금,"5분당 100원
",3,2025-09-19 17:01:48,2025-09-19 17:01:48
2759917,12,0,화장실,"있음
",3,2025-09-19 17:01:48,2025-09-19 17:01:48
2759917,12,1,입 장 료,무료,3,2025-09-19 17:01:48,2025-09-19 17:01:48
2751890,12,0,촬영장소,tvN <또 오해영> 촬영장소,2,2025-09-19 17:01:49,2025-09-19 17:01:49
2751890,12,1,화장실,있음(,3,2025-09-19 17:01:49,2025-09-19 17:01:49
2751890,12,2,이용가능시설,놀이시설 / 운동시설 / 벤치 등,3,2025-09-19 17:01:49,2025-09-19 17:01:49
2724392,12,0,관광코스안내,"[문화공간]<br>
은평역사한옥박물관 (02-351-8524)<br>
너나들이센터 (02-351-4433)<br>
삼각산금암미술관<br>
셋이서문학관 (02-355-5800)",2,2025-09-19 17:01:49,2025-09-19 17:01:49
2724392,12,1,입 장 료,무료,3,2025-09-19 17:01:49,2025-09-19 17:01:49
2591826,12,0,등산로,,1,2025-09-19 17:01:50,2025-09-19 17:01:50
2591826,12,1,관광코스안내,,2,2025-09-19 17:01:50,2025-09-19 17:01:50
2591826,12,2,입 장 료,무료,3,2025-09-19 17:01:50,2025-09-19 17:01:50
2591826,12,3,한국어 안내서비스,,4,2025-09-19 17:01:50,2025-09-19 17:01:50
1874105,12,0,입산통제 구간,"등산로 통제구간&nbsp;안내 <a title=""등산로 통제구간 검색"" href=""http://hiking.kworks.co.kr/sub_map/map_user01.aspx"" target=""_blank"">http://hiking.kworks.co.kr/sub_map/map_user01.aspx</a>",1,2025-09-19 17:01:50,2025-09-19 17:01:50
1874105,12,1,입산통제 기간,"[봄가을철 산불조심기간] <br />
(산불예방을 위해 한시적으로 등산로 구간통제)<br />
봄철 3월 2일 ~ 4월 30일 <br />
가을철 11월 1일 ~ 12월 15일<br />
-국립공원 11월 15일 ~ 12월 15일(경주,태안해안제외)<br />
※ 통제기간과 통제구간은 기상여건 등을 감안하여 산별로 일부 조정될 수 있으니 산행 시 사전확인 ",1,2025-09-19 17:01:50,2025-09-19 17:01:50
1874105,12,2,입 장 료,무료 ,3,2025-09-19 17:01:50,2025-09-19 17:01:50
1874105,12,3,화장실,있음,3,2025-09-19 17:01:50,2025-09-19 17:01:50
2757822,12,0,등산로,,1,2025-09-19 17:01:51,2025-09-19 17:01:51
2757822,12,1,관광코스안내,,2,2025-09-19 17:01:51,2025-09-19 17:01:51
2757822,12,2,시설이용료,"[응봉축구장]<br>
- 평일 50,000원<br>
- 주말 및 공휴일 65,000원<br>
[응봉풋살장]<br>
- 평일 20,000원<br>
- 주말 및 공휴일 26,000원",3,2025-09-19 17:01:51,2025-09-19 17:01:51
2757822,12,3,화장실,있음,3,2025-09-19 17:01:51,2025-09-19 17:01:51
2757822,12,4,내국인 예약안내,,4,2025-09-19 17:01:51,2025-09-19 17:01:51
713110,12,0,주차요금,무료,3,2025-09-19 17:01:51,2025-09-19 17:01:51
713110,12,1,화장실,있음,3,2025-09-19 17:01:51,2025-09-19 17:01:51
1829827,12,0,입 장 료,무료,3,2025-09-19 17:01:51,2025-09-19 17:01:51
1829827,12,1,화장실,있음,3,2025-09-19 17:01:51,2025-09-19 17:01:51
2667611,12,0,입 장 료,무료,3,2025-09-19 17:01:51,2025-09-19 17:01:51
126701,12,0,등산로,,1,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,1,관광코스안내,"한강투어 크루즈, 별빛 크루즈, 선셋 크루즈 : 여의도 – 서강대교 – 여의도
선셋 크루즈 : 여의도 – 동작대교 – 여의도
런치 크루즈 : 여의도 – 성산대교 – 여의도
달빛 뮤직 크루즈, 디너 크루즈 : 여의도 – 반포대교 - 여의도",2,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,2,상점정보,"1터미널 - 롯데리아, 루버스 카페, 카페루고, CU<br />
2터미널 - 애슐리 마린,  CU, 미코치킨",2,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,3,촬영장소,"tvN 《김비서가 왜 그럴까》<br />
MBC every1 《어서와~ 한국은 처음이지?》<br />
tvN 《서울메이트》<br />
MBC 드라마《운명처럼 널 사랑해》 , SBS 드라마《별에서 온 그대》, SBS 예능《런닝맨》, MBC 예능《무한도전》, SBS 예능《꽃놀이패》, OCN 드라마《터널》등 촬영",2,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,4,시설이용료,"[한강투어 크루즈]<br>
- 대인 19,900원<br>
- 청소년 19,900원<br>
- 소인 13,900원<br>
[선셋 크루]<br>
- 대인 23,900원<br>
- 청소년 23,900원<br>
- 소인 16,900원<br>
[달빛 뮤직 크루즈]<br>
- 대인 23,900원<br>
- 청소년 23,900원<br>
- 소인 16,900원<br>
[별빛 크루즈]<br>
- 대인 25,900원<br>
- 청소년 25,900원<br>
- 소인 17,900원<br>
※ 이용요금은 변동될 수 있으므로 자세한 사항은 홈페이지 참조",3,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,5,주차요금,매표소에서 사전 등록 시 무료,3,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,6,화장실,있음,3,2025-09-19 17:01:52,2025-09-19 17:01:52
126701,12,7,외국인 예약안내,,4,2025-09-19 17:01:52,2025-09-19 17:01:52
1835181,12,0,입 장 료,무료,3,2025-09-19 17:01:52,2025-09-19 17:01:52
1835181,12,1,화장실,있음,3,2025-09-19 17:01:52,2025-09-19 17:01:52
3044977,12,0,화장실,있음,3,2025-09-19 17:01:52,2025-09-19 17:01:52
1835201,12,0,입 장 료,무료,3,2025-09-19 17:01:52,2025-09-19 17:01:52
2373363,12,0,입 장 료,무료 ,3,2025-09-19 17:01:53,2025-09-19 17:01:53
3043967,12,0,입 장 료,무료,3,2025-09-19 17:01:53,2025-09-19 17:01:53
3043967,12,1,화장실,있음,3,2025-09-19 17:01:53,2025-09-19 17:01:53
970636,12,0,등산로,,1,2025-09-19 17:01:54,2025-09-19 17:01:54
970636,12,1,관광코스안내,,2,2025-09-19 17:01:54,2025-09-19 17:01:54
970636,12,2,입 장 료,무료,3,2025-09-19 17:01:54,2025-09-19 17:01:54
970636,12,3,주차요금,"최초 30분 1,000원 / 초과 10분당 200원",3,2025-09-19 17:01:54,2025-09-19 17:01:54
970636,12,4,이용가능시설,체육(운동)시설 / 카페 / 어린이놀이터 등,3,2025-09-19 17:01:54,2025-09-19 17:01:54
970636,12,5,화장실,있음,3,2025-09-19 17:01:54,2025-09-19 17:01:54
970636,12,6,한국어 안내서비스,,4,2025-09-19 17:01:54,2025-09-19 17:01:54
2373364,12,0,등산로,,1,2025-09-19 17:01:54,2025-09-19 17:01:54
2373364,12,1,관광코스안내,,2,2025-09-19 17:01:54,2025-09-19 17:01:54
2373364,12,2,입 장 료,무료,3,2025-09-19 17:01:54,2025-09-19 17:01:54
2373364,12,3,한국어 안내서비스,,4,2025-09-19 17:01:54,2025-09-19 17:01:54
1835206,12,0,입 장 료,무료,3,2025-09-19 17:01:55,2025-09-19 17:01:55
126999,12,0,입 장 료,무료,3,2025-09-19 17:01:56,2025-09-19 17:01:56
2650046,12,0,입 장 료,무료,3,2025-09-19 17:01:57,2025-09-19 17:01:57
264353,12,0,화장실,있음(공중화장실),3,2025-09-19 17:01:58,2025-09-19 17:01:58
264353,12,1,이용가능시설,"야외무대(남인사 마당에 위치), 공방, 기념품 판매점, 음식점 등",3,2025-09-19 17:01:58,2025-09-19 17:01:58
348804,12,0,입 장 료,무료,3,2025-09-19 17:01:58,2025-09-19 17:01:58
348804,12,1,화장실,있음,3,2025-09-19 17:01:58,2025-09-19 17:01:58
348804,12,2,외국어 안내서비스,불가,4,2025-09-19 17:01:58,2025-09-19 17:01:58
126479,12,0,입 장 료,무료,3,2025-09-19 17:01:59,2025-09-19 17:01:59
2764331,12,0,등산로,,1,2025-09-19 17:01:59,2025-09-19 17:01:59
2764331,12,1,관광코스안내,,2,2025-09-19 17:01:59,2025-09-19 17:01:59
2764331,12,2,입 장 료,무료,3,2025-09-19 17:01:59,2025-09-19 17:01:59
2764331,12,3,한국어 안내서비스,,4,2025-09-19 17:01:59,2025-09-19 17:01:59
2994661,12,0,한국어 안내서비스,,3,2025-09-19 17:02:00,2025-09-19 17:02:00
1835256,12,0,화장실,있음(남녀 구분),3,2025-09-19 17:02:00,2025-09-19 17:02:00
1835256,12,1,입 장 료,무료,3,2025-09-19 17:02:00,2025-09-19 17:02:00
2773291,12,0,주차요금,매 5분당 100원,3,2025-09-19 17:02:01,2025-09-19 17:02:01
2773291,12,1,이용가능시설,에코센터 / 식물원 / 족구장 / 풋살장 / 게이트볼장 등,3,2025-09-19 17:02:01,2025-09-19 17:02:01
2773291,12,2,화장실,있음,3,2025-09-19 17:02:01,2025-09-19 17:02:01
2773317,12,0,등산로,,1,2025-09-19 17:02:01,2025-09-19 17:02:01
2773317,12,1,관광코스안내,,2,2025-09-19 17:02:01,2025-09-19 17:02:01
2773317,12,2,화장실,"있음
",3,2025-09-19 17:02:01,2025-09-19 17:02:01
2773317,12,3,입 장 료,"무료
",3,2025-09-19 17:02:01,2025-09-19 17:02:01
2773317,12,4,내국인 예약안내,"
",4,2025-09-19 17:02:01,2025-09-19 17:02:01
127378,12,0,주차요금,5분당 150원,3,2025-09-19 17:02:02,2025-09-19 17:02:02
127378,12,1,화장실,있음,3,2025-09-19 17:02:02,2025-09-19 17:02:02
127378,12,2,입 장 료,무료,3,2025-09-19 17:02:02,2025-09-19 17:02:02
127378,12,3,이용가능시설,"일자산 자연정원놀이터 / 제1체육관(실내배드민턴장) / 제2체육관(헬스장, 탁구장) / X-게임장 / 실외 농구장 등	",3,2025-09-19 17:02:02,2025-09-19 17:02:02
3043794,12,0,입 장 료,무료,3,2025-09-19 17:02:02,2025-09-19 17:02:02
3043794,12,1,화장실,있음,3,2025-09-19 17:02:02,2025-09-19 17:02:02
331506,12,0,입 장 료,무료,3,2025-09-19 17:02:03,2025-09-19 17:02:03
126917,12,0,등산로,,1,2025-09-19 17:02:04,2025-09-19 17:02:04
126917,12,1,관광코스안내,,2,2025-09-19 17:02:04,2025-09-19 17:02:04
126917,12,2,입 장 료,무료,3,2025-09-19 17:02:04,2025-09-19 17:02:04
126917,12,3,한국어 안내서비스,,4,2025-09-19 17:02:04,2025-09-19 17:02:04
2774464,12,0,주차요금,30분 600원,3,2025-09-19 17:02:05,2025-09-19 17:02:05
2774464,12,1,시설이용료,"[야구장 / 축구장]<br>
- 평일 주간 50,000원<br>
- 주말 및 공휴일 65,000원<br>
[풋살장]<br>
- 평일 주간 20,000원<br>
- 평일 야간 / 주말 및 공휴일 26,000원<br>
[소프트테니스장]<br>
- 평일 주간 8,000원<br>
- 평일 야간 / 주말 및 공휴일 10,400원<br>
[파크골프장]<br>
- 평일 4,000원<br>
- 주말 및 공휴일 5,200원",3,2025-09-19 17:02:05,2025-09-19 17:02:05
970460,12,0,이용가능시설,체육시설 / 어린이놀이터 / 물놀이장 / 자연학습시설 등,3,2025-09-19 17:02:05,2025-09-19 17:02:05
970460,12,1,주차요금,"최초 30분 1,000원 / 초과 10분당 200원",3,2025-09-19 17:02:05,2025-09-19 17:02:05
970460,12,2,입 장 료,무료,3,2025-09-19 17:02:05,2025-09-19 17:02:05
970342,12,0,입 장 료,무료,3,2025-09-19 17:02:05,2025-09-19 17:02:05
970342,12,1,이용가능시설,운동시설 / 문화시설 / 자연학습장 / 꽃단지 / 어린이 놀이터 등,3,2025-09-19 17:02:05,2025-09-19 17:02:05
970342,12,2,주차요금,"최초 30분 1,000원 / 초과 10분당 200원",3,2025-09-19 17:02:05,2025-09-19 17:02:05
970342,12,3,화장실,있음,3,2025-09-19 17:02:05,2025-09-19 17:02:05
2611601,12,0,관광코스안내,1코스 : 연의생태공원-해맞이도서관-신월문화체육센터-오솔길공원-신월디지털정보도서관-장수공원,2,2025-09-19 17:02:05,2025-09-19 17:02:05
2611601,12,1,입 장 료,무료,3,2025-09-19 17:02:05,2025-09-19 17:02:05
3043878,12,0,입 장 료,무료,3,2025-09-19 17:02:05,2025-09-19 17:02:05
2763675,12,0,입 장 료,무료,3,2025-09-19 17:02:06,2025-09-19 17:02:06
2763675,12,1,주차요금,"30분 1,500원",3,2025-09-19 17:02:06,2025-09-19 17:02:06
2763675,12,2,화장실,있음,3,2025-09-19 17:02:06,2025-09-19 17:02:06
126491,12,0,화장실,있음,3,2025-09-19 17:02:06,2025-09-19 17:02:06
126491,12,1,입 장 료,무료,3,2025-09-19 17:02:06,2025-09-19 17:02:06
699279,12,0,화장실,있음,3,2025-09-19 17:02:06,2025-09-19 17:02:06
479649,12,0,입 장 료,무료 ,3,2025-09-19 17:02:06,2025-09-19 17:02:06
753954,12,0,입 장 료,무료,3,2025-09-19 17:02:07,2025-09-19 17:02:07
2762867,12,0,입 장 료,무료,3,2025-09-19 17:02:07,2025-09-19 17:02:07
126528,12,0,등산로,,1,2025-09-19 17:02:07,2025-09-19 17:02:07
126528,12,1,관광코스안내,,2,2025-09-19 17:02:07,2025-09-19 17:02:07
126528,12,2,화장실,있음,3,2025-09-19 17:02:07,2025-09-19 17:02:07
126528,12,3,입 장 료,순례객의 자율적인 봉헌금,3,2025-09-19 17:02:07,2025-09-19 17:02:07
126528,12,4,내국인 예약안내,,4,2025-09-19 17:02:07,2025-09-19 17:02:07
2373370,12,0,입 장 료,무료,3,2025-09-19 17:02:08,2025-09-19 17:02:08
2015800,12,0,등산로,,1,2025-09-19 17:02:08,2025-09-19 17:02:08
2015800,12,1,관광코스안내,,2,2025-09-19 17:02:08,2025-09-19 17:02:08
2015800,12,2,입 장 료,무료,3,2025-09-19 17:02:08,2025-09-19 17:02:08
2015800,12,3,화장실,있음,3,2025-09-19 17:02:08,2025-09-19 17:02:08
2015800,12,4,한국어 안내서비스,,4,2025-09-19 17:02:08,2025-09-19 17:02:08
127308,12,0,입 장 료,무료 ,3,2025-09-19 17:02:08,2025-09-19 17:02:08
479778,12,0,등산로,,1,2025-09-19 17:02:09,2025-09-19 17:02:09
479778,12,1,관광코스안내,,2,2025-09-19 17:02:09,2025-09-19 17:02:09
479778,12,2,입 장 료,무료,3,2025-09-19 17:02:09,2025-09-19 17:02:09
479778,12,3,외국어 안내서비스,,4,2025-09-19 17:02:09,2025-09-19 17:02:09
2591833,12,0,화장실,있음,3,2025-09-19 17:02:09,2025-09-19 17:02:09
128144,12,0,화장실,있음,3,2025-09-19 17:02:10,2025-09-19 17:02:10
128144,12,1,주차요금,"10분당 1,000원",3,2025-09-19 17:02:10,2025-09-19 17:02:10
128144,12,2,입 장 료,무료,3,2025-09-19 17:02:10,2025-09-19 17:02:10
2553942,12,0,화장실,있음,3,2025-09-19 17:02:11,2025-09-19 17:02:11
2553942,12,1,입 장 료,"[역사기념관] 1,000원<br>
※ 무료 : 기초생활수급자(수급자 증명서 지참 필수)<br>
※ 50% 할인 : 장애인 / 국가유공자(신분증 지참 필수) <br>
[미디어 체험관] 10,000원",3,2025-09-19 17:02:11,2025-09-19 17:02:11
1836254,12,0,입 장 료,무료,3,2025-09-19 17:02:11,2025-09-19 17:02:11
1836254,12,1,주차요금,매 5분당 : 승용차 150원 / 중형차 300원 / 대형차 450원,3,2025-09-19 17:02:11,2025-09-19 17:02:11
1957671,12,0,입 장 료,무료,3,2025-09-19 17:02:12,2025-09-19 17:02:12
1957671,12,1,화장실,있음,3,2025-09-19 17:02:12,2025-09-19 17:02:12
3056463,12,0,화장실,있음,3,2025-09-19 17:02:12,2025-09-19 17:02:12
126510,12,0,관광코스안내,"* 제1동선(200명 이하)<br />
정문-공민왕 신당-망묘루-향대청(제기 관람)-재궁-정전-영녕전-악공청(영상물 시청)-정문<br />
* 제2동선(200명 일때)<br />
정문-재궁-정전-영녕전-악공청(영상물 시청)-향대청(제기 관람)-망묘루-공민왕 신당-정문",2,2025-09-19 17:02:12,2025-09-19 17:02:12
126510,12,1,화장실,있음,3,2025-09-19 17:02:12,2025-09-19 17:02:12
126510,12,2,입 장 료,"1,000원",3,2025-09-19 17:02:12,2025-09-19 17:02:12
126510,12,3,주차요금,5분당 400원,3,2025-09-19 17:02:12,2025-09-19 17:02:12
126492,12,0,입 장 료,무료,3,2025-09-19 17:02:12,2025-09-19 17:02:12
126492,12,1,화장실,있음,3,2025-09-19 17:02:12,2025-09-19 17:02:12
3056156,12,0,입 장 료,무료,3,2025-09-19 17:02:13,2025-09-19 17:02:13
3056156,12,1,화장실,있음,3,2025-09-19 17:02:13,2025-09-19 17:02:13
1017547,12,0,이용가능시설,"매표소, 매점, 화장실/장애인 화장실, 돌담길 기념품샵(02-3789-3197)<br>
휠체어 대여(02-751-0713), 분실물 센터, 수유실 
",3,2025-09-19 17:02:13,2025-09-19 17:02:13
1017547,12,1,관 람 료,무료,3,2025-09-19 17:02:13,2025-09-19 17:02:13
1017547,12,2,화장실,있음(남녀 구분),3,2025-09-19 17:02:13,2025-09-19 17:02:13
1017547,12,3,한국어 안내서비스,"[해설안내]<br>
- 참여인원 : 회당20인 이내(선착순)<br>
- 소요시간 : 35분<br><br>
[시간표]<br>
- 평일 14:00, 15:30<br>
- 주말 11:30, 14:00, 15:00<br>
- 공휴일 14:00, 15:30<br><br>
※ 안내기관 <br>
- 석조전 안내실 02-751-0753<br>
- 문화유산국민신탁 02-752-9297 / http://www.nationaltrustkorea.org<br><br>
[안내 참고사항]<br>
- 중명전 전시관 해설은 전시관 내부 출입문에서 시간에 맞춰 시작함<br>
- 전시관 개관시간 동안 상시 자유관람 가능 
",4,2025-09-19 17:02:13,2025-09-19 17:02:13
252529,12,0,화장실,있음,3,2025-09-19 17:02:13,2025-09-19 17:02:13
252529,12,1,이용가능시설,인문학박물관,3,2025-09-19 17:02:13,2025-09-19 17:02:13
2758161,12,0,화장실,있음,3,2025-09-19 17:02:14,2025-09-19 17:02:14
2758161,12,1,이용가능시설,족구장 / 축구장 / 농구장 / 풋살장 / 액티비티 놀이터 등,3,2025-09-19 17:02:14,2025-09-19 17:02:14
2612198,12,0,화장실,있음,3,2025-09-19 17:02:14,2025-09-19 17:02:14
127558,12,0,화장실,있음,3,2025-09-19 17:02:14,2025-09-19 17:02:14
127558,12,1,입 장 료,무료,3,2025-09-19 17:02:14,2025-09-19 17:02:14
127558,12,2,외국어 안내서비스,불가,4,2025-09-19 17:02:14,2025-09-19 17:02:14
126511,12,0,입 장 료,"- 개인 1,000원<br>
- 단체(10인 이상) 800원",3,2025-09-19 17:02:15,2025-09-19 17:02:15
126511,12,1,주차요금,"기본 30분 1,500원 / 이후 10분당 500원",3,2025-09-19 17:02:15,2025-09-19 17:02:15
126511,12,2,화장실,있음,3,2025-09-19 17:02:15,2025-09-19 17:02:15
2606158,12,0,등산로,,1,2025-09-19 17:02:15,2025-09-19 17:02:15
2606158,12,1,관광코스안내,,2,2025-09-19 17:02:15,2025-09-19 17:02:15
2606158,12,2,화장실,있음 ,3,2025-09-19 17:02:15,2025-09-19 17:02:15
2606158,12,3,주차요금,"기본 30분 1,500원 / 초과 시 10분당 500원",3,2025-09-19 17:02:15,2025-09-19 17:02:15
2606158,12,4,입 장 료,"- 개인 1,000원<br>
- 단체 800원",3,2025-09-19 17:02:15,2025-09-19 17:02:15
2606158,12,5,한국어 안내서비스,,4,2025-09-19 17:02:15,2025-09-19 17:02:15
1605036,12,0,등산로,,1,2025-09-19 17:02:16,2025-09-19 17:02:16
1605036,12,1,관광코스안내,,2,2025-09-19 17:02:16,2025-09-19 17:02:16
1605036,12,2,화장실,있음 ,3,2025-09-19 17:02:16,2025-09-19 17:02:16
1605036,12,3,입 장 료,"- 개인 1,000원<br>
- 단체 800원",3,2025-09-19 17:02:16,2025-09-19 17:02:16
1605036,12,4,주차요금,"기본 30분 1,500원 / 초과 시 10분당 500원",3,2025-09-19 17:02:16,2025-09-19 17:02:16
1605036,12,5,외국어 안내서비스,,4,2025-09-19 17:02:16,2025-09-19 17:02:16
1605009,12,0,등산로,,1,2025-09-19 17:02:16,2025-09-19 17:02:16
1605009,12,1,관광코스안내,,2,2025-09-19 17:02:16,2025-09-19 17:02:16
1605009,12,2,주차요금,"기본 30분 1,500원 / 초과 시 10분마다 500원",3,2025-09-19 17:02:16,2025-09-19 17:02:16
1605009,12,3,입 장 료,"- 개인 1,000원<br>
- 단체(10명 이상) 800원",3,2025-09-19 17:02:16,2025-09-19 17:02:16
1605009,12,4,한국어 안내서비스,,4,2025-09-19 17:02:16,2025-09-19 17:02:16
3056662,12,0,화장실,있음,3,2025-09-19 17:02:16,2025-09-19 17:02:16
3056662,12,1,입 장 료,"1,000원 ",3,2025-09-19 17:02:16,2025-09-19 17:02:16
1604941,12,0,입 장 료,"- 개인 3,000원<br>
- 단체 2,400원",3,2025-09-19 17:02:17,2025-09-19 17:02:17
1605920,12,0,입 장 료,"- 성인(만25세~만64세) 3,000원<br>
- 청소년(만24세 이하) 무료<br>
- 어르신(만65세 이상) 무료 ",3,2025-09-19 17:02:17,2025-09-19 17:02:17
1604953,12,0,등산로,,1,2025-09-19 17:02:17,2025-09-19 17:02:17
1604953,12,1,관광코스안내,,2,2025-09-19 17:02:17,2025-09-19 17:02:17
1604953,12,2,입 장 료,"[전각관람] 3,000원<br>
[후원관람]<br>
- 대인 5,000원<br>
- 소인 2,500원<br>
- 경로 5,000원<br>
※ 후원관람 시 전각관람권도 필수로 구매 요망",3,2025-09-19 17:02:17,2025-09-19 17:02:17
1604953,12,3,화장실,있음,3,2025-09-19 17:02:17,2025-09-19 17:02:17
1604953,12,4,한국어 안내서비스,,4,2025-09-19 17:02:17,2025-09-19 17:02:17
1605908,12,0,입 장 료,"대인 3,000원 / 단체(10인 이상) 2,400원<br>
※ 대인 : 만 25세~만 64세, 그 외 무료입장<br>
※ 자세한 사항은 홈페이지 참조 또는 전화 문의",3,2025-09-19 17:02:18,2025-09-19 17:02:18
127642,12,0,관광코스안내,"* 일반 관람코스 <br />돈화문~궐내각사~금천교~인정전~선정전~희정당~대조전~낙선재
<br />
* 후원특별관람<br />후원입구~부용지~불로문,애련지~존덕정과 폄우사~옥류천~연경당",2,2025-09-19 17:02:18,2025-09-19 17:02:18
127642,12,1,입 장 료,"[전각관람] 3,000원<br>
[후원관람]<br>
- 대인 5,000원<br>
- 소인 2,500원<br>
- 경로 5,000원<br>
※ 후원관람 시 전각관람권도 필수로 구매 요망",3,2025-09-19 17:02:18,2025-09-19 17:02:18
127642,12,2,화장실,있음,3,2025-09-19 17:02:18,2025-09-19 17:02:18
252547,12,0,등산로,,1,2025-09-19 17:02:19,2025-09-19 17:02:19
252547,12,1,관광코스안내,,2,2025-09-19 17:02:19,2025-09-19 17:02:19
252547,12,2,입 장 료,무료,3,2025-09-19 17:02:19,2025-09-19 17:02:19
252547,12,3,한국어 안내서비스,,4,2025-09-19 17:02:19,2025-09-19 17:02:19
2657713,12,0,등산로,,1,2025-09-19 17:02:20,2025-09-19 17:02:20
2657713,12,1,관광코스안내,,2,2025-09-19 17:02:20,2025-09-19 17:02:20
2657713,12,2,화장실,있음,3,2025-09-19 17:02:20,2025-09-19 17:02:20
2657713,12,3,입 장 료,카페낙타 이용 시 무료	,3,2025-09-19 17:02:20,2025-09-19 17:02:20
2657713,12,4,한국어 안내서비스,,4,2025-09-19 17:02:20,2025-09-19 17:02:20
2545035,12,0,등산로,,1,2025-09-19 17:02:20,2025-09-19 17:02:20
2545035,12,1,관광코스안내,,2,2025-09-19 17:02:20,2025-09-19 17:02:20
2545035,12,2,입 장 료,"- 평일 3시간 26,000원<br>
- 주말 2시간 29,000원<br>
- 보호자 6,000원<br>
- 추가요금 10분당 2,500원",3,2025-09-19 17:02:20,2025-09-19 17:02:20
2545035,12,3,한국어 안내서비스,,4,2025-09-19 17:02:20,2025-09-19 17:02:20
1579548,12,0,등산로,족두리봉-사모바위-향로봉-문수봉-대동문-위문-영봉-우이동,1,2025-09-19 17:02:20,2025-09-19 17:02:20
1579548,12,1,입 장 료,무료,3,2025-09-19 17:02:20,2025-09-19 17:02:20
250323,12,0,등산로,,1,2025-09-19 17:02:21,2025-09-19 17:02:21
250323,12,1,관광코스안내,,2,2025-09-19 17:02:21,2025-09-19 17:02:21
250323,12,2,입 장 료,무료,3,2025-09-19 17:02:21,2025-09-19 17:02:21
250323,12,3,한국어 안내서비스,,4,2025-09-19 17:02:21,2025-09-19 17:02:21
3060931,12,0,이용가능시설,어린이안전공원 / 축구장 / 배드민턴장 / 체력단련장,3,2025-09-19 17:02:21,2025-09-19 17:02:21
3060931,12,1,화장실,있음,3,2025-09-19 17:02:21,2025-09-19 17:02:21
2591838,12,0,등산로,,1,2025-09-19 17:02:21,2025-09-19 17:02:21
2591838,12,1,관광코스안내,,2,2025-09-19 17:02:21,2025-09-19 17:02:21
2591838,12,2,이용가능시설,물놀이장 / 캠핑장 / 체육시설 등,3,2025-09-19 17:02:21,2025-09-19 17:02:21
2591838,12,3,화장실,있음,3,2025-09-19 17:02:21,2025-09-19 17:02:21
2591838,12,4,입 장 료,무료,3,2025-09-19 17:02:21,2025-09-19 17:02:21
