contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,created_at,updated_at
3057901,12,0,0,0,동대문 관광안내소 02-2236-9135,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:28:29,2025-09-23 09:28:29
126803,12,0,0,0,02-711-0933,,연중무휴,,,,,성지개방시간 09:00~17:00,가능<br>요금 (무료),불가,불가,없음,2025-09-23 09:28:29,2025-09-23 09:28:29
3060934,12,0,0,0,영등포구청 정원도시과 02-2670-3764,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:29,2025-09-23 09:28:29
299980,12,0,0,0,02-744-4502,,연중무휴,,,,,09:00~18:00,가능,,,,2025-09-23 09:28:30,2025-09-23 09:28:30
2402981,12,0,0,0,02-833-8113,,점포별 상이함,,,,,점포별 상이함,가능,,,,2025-09-23 09:28:30,2025-09-23 09:28:30
2753103,12,0,0,0,영등포구청 정원도시과 02-2670-4091,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:28:30,2025-09-23 09:28:30
1602451,12,0,0,0,02-2104-1912,1989년 11월 23일,연중개방,,,,,00:00~24:00,대모산 도시자연공원 주차장(주차공간 협소함),없음,없음,없음,2025-09-23 09:28:31,2025-09-23 09:28:31
3076460,12,0,0,0,강남구청 공원녹지과 02-3423-6284,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:31,2025-09-23 09:28:31
300076,12,0,0,0,02-583-1475,,연중무휴,,,,,09:00~18:00,가능,,,,2025-09-23 09:28:31,2025-09-23 09:28:31
1605948,12,0,0,0,석파정 서울미술관 0507-1446-0100,,매주 월요일~화요일,,,,,10:00~18:00 (입장마감 17:00),가능,없음,,없음,2025-09-23 09:28:32,2025-09-23 09:28:32
2733970,12,0,0,0,02-2051-2285,,연중무휴,,,,,07:00~21:00,가능,없음,,가능,2025-09-23 09:28:32,2025-09-23 09:28:32
126534,12,0,0,0,서울관광안내센터 02-6365-3100,,연중무휴,,,,,상시 개방,불가,불가,,없음,2025-09-23 09:28:32,2025-09-23 09:28:32
127015,12,0,0,0,02-730-6611,,매주 일요일,,,1000명 이상,,"[주일 감사성찬례]<br>
- 주 예배 : 08:00 / 10:00 / 12:00 / 15:00 / 18:00<br>
- 학생 예배 : 12:00 / 어린이 예배 : 12:00<br>
[평일 감사성찬례]<br>
- 월~토요일 07:00 / 금요일 12:00",있음,,,,2025-09-23 09:28:33,2025-09-23 09:28:33
2373223,12,0,0,0,02-3396-5842,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:28:33,2025-09-23 09:28:33
3456362,12,0,0,0,,,,,,,,,,,,,2025-09-23 09:28:33,2025-09-23 09:28:33
3352052,12,0,0,0,02-2293-7646,,"연중무휴<br>※ 단, 모노레일은 기상 악화 시 중단될 수 있음",,,,,"[공원] 상시 개방<br>
[모노레일] 08:00~18:00",불가능,,,,2025-09-23 09:28:34,2025-09-23 09:28:34
3043811,12,0,0,0,02-468-9009,,매주 일요일 / 법정공휴일,"더페이퍼랩 투어<br>
※ 사전 예약 필수",,,,"- 월요일~금요일 10:00~18:40<br>
- 토요일 10:00~17:40",가능,,,,2025-09-23 09:28:35,2025-09-23 09:28:35
2794931,12,0,0,0,02-2283-2132,,연중무휴,"리제네레이션 트리트먼트 / 안티 에이징 트리트먼트 / 더벨 방짜테라피 / 더벨 페이스 핏 / BR 트리트먼트 / 모공&세럼 트리트먼트 / 뷰티힐링테라피<br>
※ 자세한 사항은 홈페이지 참조",,,,10:30~20:00,가능,없음,,없음,2025-09-23 09:28:35,2025-09-23 09:28:35
126509,12,0,0,0,02-771-9951,,"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",,,,,"[일반관람] 09:00~21:00 (입장마감 20:00)<br>
[전시관]<br>
- 석조전 09:30~17:30 (마지막 해설 16:30)<br>
- 돈덕전 09:00~17:30 (입장마감 17:00)<br>
- 중명전	09:30~17:30(입장마감 17:00)",불가능,없음,,가능,2025-09-23 09:28:35,2025-09-23 09:28:35
1605981,12,0,0,0,02-771-9951,,"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",,,,,"[일반관람] 09:00~21:00 (입장마감 20:00)<br>
[전시관]<br>
- 석조전 09:30~17:30 (마지막 해설 16:30)<br>
- 돈덕전 09:00~17:30 (입장마감 17:00)<br>
- 중명전	09:30~17:30(입장마감 17:00)",불가,,,,2025-09-23 09:28:35,2025-09-23 09:28:35
129186,12,0,0,0,02-751-0742,,연중무휴,,,,,00:00~24:00<br>,불가,없음,,없음,2025-09-23 09:28:35,2025-09-23 09:28:35
126481,12,0,0,0,북한산국립공원 도봉분소 02-954-2566,,"연중무휴<br> ※ 단, 기상여건에 따라 통제 가능",,,,,"상시 개방<br>
※ 단, 기상여건에 따라 통제 가능",가능,,,,2025-09-23 09:28:36,2025-09-23 09:28:36
1955511,12,0,0,0,02-2091-2263,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:36,2025-09-23 09:28:36
126486,12,0,0,0,강남구청 공원녹지과 02-3423-6244,1973년 11월 10일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:36,2025-09-23 09:28:36
126502,12,0,0,0,02-993-3161,,연중개방,"[불교대학]<br>
- 경전반 / 민화반 / 다도반 / 새신도교육<br>
- 개강 : 매년 3월초 / 9월초(학기당 3개월)",,,,,있음 (무료),없음,불가,없음,2025-09-23 09:28:36,2025-09-23 09:28:36
2611730,12,0,0,0,02-2620-3578,,연중무휴,"도시농부학교 / 도시농부체험 등 <br>
※ 자세한 사항은 전화 문의 요망",,,,상시 개방,가능,없음,,없음,2025-09-23 09:28:36,2025-09-23 09:28:36
750863,12,0,0,0,02-936-5936,,연중무휴,,,,,09:00~18:00,불가능,,,,2025-09-23 09:28:37,2025-09-23 09:28:37
1828571,12,0,0,0,02-365-4388,,연중무휴,,,,,상시 개방,가능 (대형 33대 / 소형3대),없음,,없음,2025-09-23 09:28:37,2025-09-23 09:28:37
127425,12,0,0,0,서대문독립공원 02-3140-8305,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:37,2025-09-23 09:28:37
2783547,12,0,0,0,02-2236-9134,,,,,,,상시,,없음,,없음,2025-09-23 09:28:37,2025-09-23 09:28:37
2756142,12,0,0,0,금천구 공원녹지과 02-2627-1659,1993-06-30,연중무휴,,,,,상시 개방,불가능,없음,,가능,2025-09-23 09:28:37,2025-09-23 09:28:37
3023349,12,0,0,0,02-771-9951,,매주 월요일,,,,,09:00~17:30 (입장마감 17:00),가능,없음,,가능,2025-09-23 09:28:38,2025-09-23 09:28:38
3060927,12,0,0,0,성북역사문화센터 02-2241-2656,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:38,2025-09-23 09:28:38
1187220,12,0,0,0,02-743-7424,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,불가,,,2025-09-23 09:28:39,2025-09-23 09:28:39
3111840,12,0,0,0,,,,,,,,상시,,,가능,,2025-09-23 09:28:39,2025-09-23 09:28:39
2470006,12,0,0,0,02-2153-0000,,1월 1일 / 설·추석 당일<br>※ 시설 별로 상이하므로 자세한 사항은 홈페이지 참조,,,,,"10:00~20:00<br>
※ 프로그램에 따라 일부공간 탄력운영",가능,,,,2025-09-23 09:28:39,2025-09-23 09:28:39
1906334,12,0,0,0,02-2266-7188,2009년 10월 27일,"매주 월요일 (단, 월요일이 공휴일인 경우에도 휴관) / 1월 1일 / 설·추석 당일",,,,,"[동대문운동장기념관 / 동대문역사관]<br>
10:00~19:00",가능,,,,2025-09-23 09:28:40,2025-09-23 09:28:40
1603677,12,0,0,0,02-2148-1842,,,,,,,,불가능,없음,,없음,2025-09-23 09:28:40,2025-09-23 09:28:40
2764187,12,0,0,0,02-816-7971,,,,,,,"[화요일~토요일] 09:00~21:00<br>
[일요일 / 공휴일] 09:00~18:00",,없음,,가능,2025-09-23 09:28:41,2025-09-23 09:28:41
3006915,12,0,0,0,노원구청 정원도시과 02-2116-3944,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:41,2025-09-23 09:28:41
3448217,12,0,0,0,02-860-2114,,연중개방,,,,,,,,,,2025-09-23 09:28:42,2025-09-23 09:28:42
2456069,12,0,0,0,"02-3146-5512<br>
02-3146-5546",,주말 / 공휴일,정수센터견학,,1회 1~30인,,"[6월~9월] 10:000~11:30<br>
[1월~5월 / 10월~12월] 14:00~15:30<br>
※ 예약 필수",가능,없음,,없음,2025-09-23 09:28:42,2025-09-23 09:28:42
2757145,12,0,0,0,02-3780-0517,,매주 월요일 / 1월 1일 / 명절 당일,,,,,"화요일~금요일 09:30~17:30<br>
토요일~일요일 09:30~20:00",불가 (뚝섬한강공원3주차장 이용 가능),없음,,가능,2025-09-23 09:28:43,2025-09-23 09:28:43
1030763,12,0,0,0,02-3780-0521~4,,연중무휴,,,,,상시 개방,가능 (674대),,,,2025-09-23 09:28:43,2025-09-23 09:28:43
2756578,12,0,0,0,02-3780-0521~4,,연중무휴,,,,,상시 개방,가능 (674대),,,,2025-09-23 09:28:43,2025-09-23 09:28:43
3074841,12,0,0,0,02-6925-4733,,,,,,,09:00~20:00,,,,,2025-09-23 09:28:43,2025-09-23 09:28:43
2992824,12,0,0,0,010-3882-3106,,"매주 월요일, 화요일",차 체험 / 애프터눈 티 코스 / 전통주 체험 / 프라이빗 다이닝,,,,"수요일~일요일 10:00~18:00 <br>
※ 사전예약 필수",불가,없음,,없음,2025-09-23 09:28:43,2025-09-23 09:28:43
2440925,12,0,0,0,02-2084-7749,,※ 자세한 사항은 전화문의 및 홈페이지 참조 요망,,,,,※ 자세한 사항은 전화문의 및 홈페이지 참조 요망,불가능,,,,2025-09-23 09:28:44,2025-09-23 09:28:44
2500214,12,0,0,0,"02-3153-8353(마포구 문화예술과)<br>
02-3153-8114(120 다산콜센터로 연결)",,점포별 상이,,,,,점포별 상이,,없음,,없음,2025-09-23 09:28:44,2025-09-23 09:28:44
3090533,12,0,0,0,02-6116-4000,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:44,2025-09-23 09:28:44
2476731,12,0,0,0,1661-2000,,,,,,,10:00~20:00 (입장마감 19:00),,없음,,가능,2025-09-23 09:28:44,2025-09-23 09:28:44
126498,12,0,0,0,1661-2000,,연중무휴<br>※ 기상상태에 따라 매직아일랜드 일부 어트랙션 중단 가능<br>※ 기상상태와 별개로 현장 상황에 따라 운휴하거나 중간 점검할 수 있음,,,,,"[월요일~목요일, 일요일] 10:00~21:00<br>
[금요일~토요일] 10:00~22:00<br>
※ 매표 및 입장 : 영업 종료 1시간 전 마감<br>
※ 운영시간 변동될 수 있으므로 자세한 사항은 홈페이지 참조","가능 (5,400대)",가능,,가능,2025-09-23 09:28:44,2025-09-23 09:28:44
2492348,12,0,0,0,02-1661-2000,,연중무휴,,,,,"- 월요일~목요일 10:30~22:00 (입장마감 21:00)<br>
- 금요일~토요일 10:30~23:00 (입장마감 22:00)<br>
- 일요일 10:30~22:00 (입장마감 21:00)<br>
- 공휴일 10:30~23:00 (입장마감 22:00)",가능,,,,2025-09-23 09:28:45,2025-09-23 09:28:45
2003909,12,0,0,0,02-3213-5000,,매장 별로 상이함<br>※ 홈페이지 참조,,,,,"매장 별로 상이함<br>
※ 홈페이지 참조",가능,없음,,없음,2025-09-23 09:28:45,2025-09-23 09:28:45
2591813,12,0,0,0,서울 구로구 문화관광과 02-860-3401,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:28:45,2025-09-23 09:28:45
2946527,12,0,0,0,,,,,,,,11:00 ~ 23:00,,,,,2025-09-23 09:28:46,2025-09-23 09:28:46
2850356,12,0,0,0,02-6011-1072,,설날/추석 당일,"1.빨간 맛, 하얀 맛, 이상한 맛/난이도 : ★☆☆☆☆<br>
2. 부귀명화/난이도 : ★★★★☆<br>
3. 요한 캣트라우스 2세의 초대장/난이도 : ★★★☆☆",,,,"평일 09:00~22:00<br>
주말/공휴일 11:00~22:00","있음 (30분 무료, 이후 유료)",,,,2025-09-23 09:28:46,2025-09-23 09:28:46
3027054,12,0,0,0,02-745-0202,,,,,,,11:30~20:50 (신청곡 20시까지),,,,,2025-09-23 09:28:46,2025-09-23 09:28:46
2720441,12,0,0,0,02-542-3379,,연중무휴,1:1 맞춤형 개인 레슨 / 메이크업 원데이클래스 등,전 연령,1~3명,,"10:00~22:00<br>
※ 예약 필수",가능,없음,,가능,2025-09-23 09:28:46,2025-09-23 09:28:46
3458417,12,0,0,0,0236652707,,,,,,,,,,,,2025-09-23 09:28:46,2025-09-23 09:28:46
3331253,12,0,0,0,02-2600-4262~3,,매주 일요일 / 공휴일(대체공휴일 포함),교통안전 / 학생안전 / 재난안전 / 보건안전 / 4D 영상관 등,"6세 이상<br>※ 단, 4D 영상관은 9세 이상",,,월요일~토요일 09:00~18:00,가능 (대형 2대 / 일반 29대 / 장애인 2대 / 가족배려 4대 / 전기 1대),,,,2025-09-23 09:28:46,2025-09-23 09:28:46
126487,12,0,0,0,02-2148-4158,1982년 04월 29 일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:48,2025-09-23 09:28:48
2752525,12,0,0,0,02-3411-9890,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:28:48,2025-09-23 09:28:48
3483103,12,0,0,0,02-955-0110,,,,,,,,,,,,2025-09-23 09:28:48,2025-09-23 09:28:48
2757653,12,0,0,0,송파구청 공원녹지과 02-2147-3388,,연중무휴,,,,,상시 개방,불가능,없음,,가능,2025-09-23 09:28:48,2025-09-23 09:28:48
753558,12,0,0,0,서울특별시청 02-120,1970년 5월,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:28:49,2025-09-23 09:28:49
3385841,12,0,0,0,,,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,,2025-09-23 09:28:49,2025-09-23 09:28:49
2373247,12,0,0,0,마포구청 문화예술과 02-3153-8372,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:28:49,2025-09-23 09:28:49
1395466,12,0,0,0,성북구청 문화체육과 02-2241-2652,,연중무휴,,,,,09:00~18:00,불가능,없음,,,2025-09-23 09:28:49,2025-09-23 09:28:49
2650756,12,0,0,0,02-2094-6800,,연중무휴,,,,,상시 개방,가능<br>요금 (5분 100원),없음,,없음,2025-09-23 09:28:49,2025-09-23 09:28:49
1115203,12,0,0,0,02-2094-2344,,연중무휴,,,,,,가능,없음,,없음,2025-09-23 09:28:50,2025-09-23 09:28:50
3062089,12,0,0,0,마포구청 체육진흥과 02-3153-9873,,연중무휴,,,,,"상시 개방<br>
※ 단, 유수지의 특성상 우천 및 기상특보 시에는 구민의 안전을 위하여 사용을 제한함",가능,,,,2025-09-23 09:28:50,2025-09-23 09:28:50
127307,12,0,0,0,02-3153-8372,,연중무휴,,,,,,,불가,,없음,2025-09-23 09:28:50,2025-09-23 09:28:50
1059638,12,0,0,0,02-3780-0601,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:50,2025-09-23 09:28:50
1131275,12,0,0,0,02-575-3895,1986년 11월,연중무휴,,,,,상시 개방,가능,가능,,없음,2025-09-23 09:28:51,2025-09-23 09:28:51
2373320,12,0,0,0,"영등포공원 02-2670-3717<br>
영등포구청 정원도시과 02-2670-3764",,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:28:51,2025-09-23 09:28:51
264311,12,0,0,0,명동관광정보센터 02-778-0333,,점포 별로 상이함,,,,,점포 별로 상이함,,없음,,없음,2025-09-23 09:28:52,2025-09-23 09:28:52
1957600,12,0,0,0,중구청 문화관광과 02-3396-4622,,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,,2025-09-23 09:28:52,2025-09-23 09:28:52
2583158,12,0,0,0,02-778-0333,2013.11.29,설·추석 당일,,,,,09:00~18:00,불가능,,,,2025-09-23 09:28:52,2025-09-23 09:28:52
2761662,12,0,0,0,02-889-7272,,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:28:53,2025-09-23 09:28:53
250350,12,0,0,0,서울 중구청 문화재관리팀 02-3396-5843,,연중무휴,,,,,상시 개방,불가능,불가,,없음,2025-09-23 09:28:53,2025-09-23 09:28:53
753981,12,0,0,0,서초구청 푸른도시과 02-2155-5483,2003년,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:53,2025-09-23 09:28:53
127525,12,0,0,0,02-2147-2001,,연중무휴,,,,,"[몽촌토성]<br>
- 도보, 자전거 05:00~22:00<br>
- 차량 06:00~22:00<br>
[몽촌역사관]<br>
- 09:00~18:00",가능,,,,2025-09-23 09:28:53,2025-09-23 09:28:53
3013272,12,0,0,0,02-379-7131~2,,매주 월요일 / 1월 1일 / 설·추석,,,,,10:00~18:00,가능,,,,2025-09-23 09:28:54,2025-09-23 09:28:54
1603543,12,0,0,0,02-2148-4147,,연중무휴,,,,,상시,불가,없음,,없음,2025-09-23 09:28:54,2025-09-23 09:28:54
2900390,12,0,0,0,02-332-8333,,,,,,,"12:00 - 24:00<br>
BAR(KITCHEN) 12:00 - 23:00",,,,,2025-09-23 09:28:54,2025-09-23 09:28:54
2759649,12,0,0,0,북한산국립공원도봉사무소 031-828-8000,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:28:54,2025-09-23 09:28:54
126531,12,0,0,0,서울시 서대문구 문화체육과 02-330-1121,,연중무휴,,,,,상시 개방,불가능,불가,,없음,2025-09-23 09:28:54,2025-09-23 09:28:54
2762874,12,0,0,0,02-923-2301,,연중무휴,,,,,상시 개방,불가능,없음,,가능,2025-09-23 09:28:54,2025-09-23 09:28:54
2751348,12,0,0,0,영등포구청 정원도시과 02-2670-3764,1986-06-18,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:28:55,2025-09-23 09:28:55
2650230,12,0,0,0,02-2676-4300,,,,,,,,,없음,,없음,2025-09-23 09:28:55,2025-09-23 09:28:55
2781318,12,0,0,0,,2010년,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:55,2025-09-23 09:28:55
250364,12,0,0,0,02-3407-3500,2011년 8월 11일(목),매주 월요일,* 공간투어 프로그램,전연령가능,,,10:00~19:00,불가,,,가능,2025-09-23 09:28:55,2025-09-23 09:28:55
2592089,12,0,0,0,02-856-1702,,평일,,,,,주말 10:00~19:00,불가능,,,,2025-09-23 09:28:55,2025-09-23 09:28:55
2733852,12,0,0,0,"여의도안내센터 02-3780-0566<br>
기반시설과 02-3780-0691",,"매주 월요일, 금요일<br>※ 금요일은 청소 완료 후 18시부터 재가동",,,,,"- 비수기(4월~6월 / 9월~10월) 12:00 / 17:00 / 18:00 / 19:00 / 20:00<br>
- 성수기(7월~8월) 12:00~21:00 (매 시간 정각 가동)<br>
※ 매회 30분씩 가동<br>
※ 기상조건(우천, 강풍) 및 공원 이용시민의 다소 등의 요인에 따라 분수가동이 정지될 수 있음","가능 (1,782대)",없음,,,2025-09-23 09:28:55,2025-09-23 09:28:55
2469939,12,0,0,0,02-2088-8531,,매주 월요일 / 1월 1일 / 설·추석 연휴 / 12월 25일,"[유료 프로그램]<br>
It's Kimchi / Kimchi Basic / Kimchi Master<br>
[무료 프로그램]<br>
김치학교 <br>
※ 체험 프로그램은 사전 예약 필수이며, 자세한 내용은 홈페이지 참고",6세 이상,회당 100명,,10:00~18:00 (마지막 입장 17:30),불가능,없음,,,2025-09-23 09:28:56,2025-09-23 09:28:56
3056596,12,0,0,0,0507-1429-7201,,연중무휴,,,,,"- 평일 12:00 ~ 20:00<br>- 주말 12:00 ~ 21:00<br>
※ 마감 1시간 전까지 도착해야 체험 가능",불가능,,,,2025-09-23 09:28:56,2025-09-23 09:28:56
309300,12,0,0,0,02-2662-4736,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:28:56,2025-09-23 09:28:56
309302,12,0,0,0,02-2298-3377,,연중개방,,전연령,,,상시개방,주차 가능,불가,없음,없음,2025-09-23 09:28:56,2025-09-23 09:28:56
309299,12,0,0,0,02-923-0492,,연중무휴,,,,,09:00~18:00,불가능,없음,,없음,2025-09-23 09:28:56,2025-09-23 09:28:56
605961,12,0,0,0,02-2075-4119,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:28:57,2025-09-23 09:28:57
2373326,12,0,0,0,02-442-0001,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:57,2025-09-23 09:28:57
1828631,12,0,0,0,1577-0606,,,,,,,,,,,,2025-09-23 09:28:57,2025-09-23 09:28:57
753983,12,0,0,0,02-3780-0541~4,1986년,연중무휴,,,,,상시 개방,가능 (669대),,,,2025-09-23 09:28:57,2025-09-23 09:28:57
729167,12,0,0,0,무지개분수 운영사무실 02-3780-0578~9,,"매년 1월~3월, 11월~12월 / 기상상황에 따라 분수 가동 중지될 수 있음",,,,,"[비수기(4월~6월, 9월~10월)] 12:00 / 19:30 / 20:00 / 20:30 / 21:00<br>
[성수기(7월~8월)] 12:00 / 19:30 / 20:00 / 20:30 / 21:00 / 21:30<br>
※ 매회 20분 가동",가능 (669대),,,,2025-09-23 09:28:58,2025-09-23 09:28:58
970138,12,0,0,0,02-3780-0541~4,,연중무휴,,,,,상시 개방,가능 (669대),,,,2025-09-23 09:28:58,2025-09-23 09:28:58
2763875,12,0,0,0,02-3780-0541~4,,연중무휴,,,,,상시 개방,가능 (669대),,,가능,2025-09-23 09:28:58,2025-09-23 09:28:58
2763871,12,0,0,0,서초구 체육진흥과 02-2155-6211,,연중무휴,,,,,"- 공원 상시 개방<br>
- 축구장, 풋살장 07:00~22:00",가능,없음,,가능,2025-09-23 09:28:58,2025-09-23 09:28:58
3043977,12,0,0,0,02-2241-2656,,연중 무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:58,2025-09-23 09:28:58
814203,12,0,0,0,송파구청 공원녹지과 02-2147-3401,,매주 월요일,,,,,08:00~17:00,불가능,불가,,,2025-09-23 09:28:59,2025-09-23 09:28:59
3076147,12,0,0,0,02-2657-8688,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:28:59,2025-09-23 09:28:59
250166,12,0,0,0,02-120,,,,,,,,,없음,,없음,2025-09-23 09:29:00,2025-09-23 09:29:00
2661483,12,0,0,0,02-2215-8573,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:00,2025-09-23 09:29:00
309307,12,0,0,0,02-990-7058,,연중무휴,,,,,상시 개방,,없음,,없음,2025-09-23 09:29:00,2025-09-23 09:29:00
128028,12,0,0,0,02-302-0288,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:00,2025-09-23 09:29:00
1828914,12,0,0,0,02-450-9311,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:01,2025-09-23 09:29:01
129418,12,0,0,0,서울 중부공원여가센터 02-3783-5924,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:01,2025-09-23 09:29:01
809372,12,0,0,0,02-2148-2854,,,,,,,,없음,없음,없음,없음,2025-09-23 09:29:01,2025-09-23 09:29:01
2993160,12,0,0,0,청와대 관람안내 1522-7760,,연중무휴,,,,,"[3~4월, 9~10월] 07:00~18:00<br>
[5~8월] 07:00~19:00<br>
[11~2월] 09:00~17:00<br>
※ 자세한 안내는 홈페이지 참조",불가,,,,2025-09-23 09:29:01,2025-09-23 09:29:01
2481866,12,0,0,0,"02-724-0200<br>
02-724-0232",,"매주 월요일 / 1월 1일<br>※ 단, 월요일이 공휴일인 경우 개관",,,,,09:00~18:00 (입장마감 17:30),불가능,없음,,없음,2025-09-23 09:29:02,2025-09-23 09:29:02
2757155,12,0,0,0,02-3411-8104,,,,,,,상시,,없음,,가능,2025-09-23 09:29:03,2025-09-23 09:29:03
2751294,12,0,0,0,02-2646-4975,1989년,연중무휴,,,,,08:30~17:00,가능,없음,,없음,2025-09-23 09:29:03,2025-09-23 09:29:03
3006899,12,0,0,0,노원구청 푸른도시과 02-2116-3950,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:05,2025-09-23 09:29:05
315921,12,0,0,0,02-993-3808,,연중무휴,,,,,09:00~17:00,가능,,,,2025-09-23 09:29:05,2025-09-23 09:29:05
1603241,12,0,0,0,02-793-6261,,,,전 연령,,,연중 개방,,없음,,없음,2025-09-23 09:29:06,2025-09-23 09:29:06
127940,12,0,0,0,02-2181-1113,1986년 5월 5일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:06,2025-09-23 09:29:06
1091608,12,0,0,0,02-2027-4100,2010년 5월 25일,매주 월요일 / 1월 1일 / 설·추석 당일,"재난체험(지진, 태풍, 화재대피, 교통사고) / 전문체험(일반·전문응급처치, 소방시설교육) / 어린이안전체험 등",,회차별 15~30명<br>※ 체험 별로 상이함,,10:00~17:00,가능,없음,,,2025-09-23 09:29:06,2025-09-23 09:29:06
316104,12,0,0,0,02-928-3797,,연중무휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:29:07,2025-09-23 09:29:07
605497,12,0,0,0,02-2148-2032,,연중무휴,,,,,상시개방,불가능,없음,,없음,2025-09-23 09:29:07,2025-09-23 09:29:07
126516,12,0,0,0,02-2133-2641,,연중무휴,,,,,상시 개방,불가 (대중교통 이용 권함),,,,2025-09-23 09:29:07,2025-09-23 09:29:07
316294,12,0,0,0,02-902-7337,,연중무휴,,,,,,,없음,,없음,2025-09-23 09:29:08,2025-09-23 09:29:08
3076259,12,0,0,0,0507-1431-5363,,연중무휴,하늘고래,,,,11:00~20:00 (입장마감 19:00),가능,,,,2025-09-23 09:29:08,2025-09-23 09:29:08
316295,12,0,0,0,02-919-0211~2,,연중무휴,,,,,09:00~18:00,가능,,,,2025-09-23 09:29:08,2025-09-23 09:29:08
126503,12,0,0,0,02-392-3007,,연중무휴,,,,,05:00~18:00,가능,,,,2025-09-23 09:29:09,2025-09-23 09:29:09
126504,12,0,0,0,02-3218-4800,,연중무휴,템플스테이,,,,09:00~18:00,가능,없음,,불가,2025-09-23 09:29:09,2025-09-23 09:29:09
3082002,12,0,0,0,강서구청 공원녹지과 02-2600-4255,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:09,2025-09-23 09:29:09
126912,12,0,0,0,02-879-5618,,,,,,,,불가,없음,,없음,2025-09-23 09:29:10,2025-09-23 09:29:10
1115042,12,0,0,0,02-2094-2353,,,,,,,,가능,없음,,없음,2025-09-23 09:29:11,2025-09-23 09:29:11
1115299,12,0,0,0,02-2094-2340,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),없음,,없음,2025-09-23 09:29:11,2025-09-23 09:29:11
3013027,12,0,0,0,0507-1381-6546,,매주 일요일~월요일,옹기 만들기 체험 / 한지 공예 체험,,,,09:00~18:00 (휴게시간 12:00~13:00),불가능,,,,2025-09-23 09:29:11,2025-09-23 09:29:11
1367251,12,0,0,0,관광플라자 관광정보센터 02-6365-3100,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:29:11,2025-09-23 09:29:11
822384,12,0,0,0,02-2289-4000,2009년 10월 17일,연중무휴,,,,,상시 개방,가능 (386대),,,,2025-09-23 09:29:12,2025-09-23 09:29:12
3112044,12,0,0,0,,,,"반려견 명랑운동회, 무료 건강교실, 무료 미용교실, 1:1 행동 교정 교실 등(반려견 동반 가능)",,,,10:00~19:00(하절기 1시간 연장),,,가능,,2025-09-23 09:29:12,2025-09-23 09:29:12
